id, address, area, category, base price, sale price, competitors count, notes
N1020202, 臺北市北投區奇岩段五小段0501-0000地號, 3677.00/(持分3/72), 第三種工業區, "14,605,716", "23,406,000", 4, 
N1020202, 臺北市北投區奇岩段五小段0501-0001地號, 7.00/(持分3/72), 道路用地, "14,605,716", "23,406,000", 4, 
N1020202, 臺北市北投區奇岩段五小段50153-000建號, 57.00, , "14,605,716", "23,406,000", 4, 
N1020203, 新北市貢寮區社里段舊社小段0035-0000地號, 179.00/(持分1/2), 一般保護區, "32,220", "351,958", 9, 
N1020204, 新北市貢寮區社里段舊社小段0035-0002地號, 247.00/(持分1/2), 一般保護區, "44,460", "189,900", 9, 
N1020205, 新北市貢寮區社里段舊社小段0035-0003地號, 1805.00/(持分1/2), 一般保護區, "324,900", "4,509,980", 8, 
N1020301, 臺北市松山區西松段一小段5437建號, 約147.44(含共有部分), , "42,370,494", , , 
N1020301, 臺北市松山區西松段一小段6地號, "6,567(持分485/100000)", 第三種住宅區, "42,370,494", , , 
N1020302, 臺北市松山區西松段一小段5438建號, 約274.18(含共有部分), , "74,645,556", , , 
N1020302, 臺北市松山區西松段一小段6地號, "6,567(持分888/100000)", 第三種住宅區, "74,645,556", , , 
N1020303, 臺北市松山區西松段一小段5439建號, 約162.78(含共有部分), , "54,164,937", "66,622,888", 9, 
N1020303, 臺北市松山區西松段一小段6地號, "6,567(持分534/100000)", 第三種住宅區, "54,164,937", "66,622,888", 9, 
N1020304, 臺北市松山區西松段一小段5440建號, 約348.56(含共有部分), , "105,439,151", "108,660,000", 1, 
N1020304, 臺北市松山區西松段一小段6地號, "6,567(持分1125/100000)", 第三種住宅區, "105,439,151", "108,660,000", 1, 
N1020305, 臺北市松山區西松段一小段5112建號, 約233.89(含共有部分), , "62,249,934", , , 
N1020305, 臺北市松山區西松段一小段6-2地號, "3,987(持分506/100000)", 第三之ㄧ種住宅區, "62,249,934", , , 
N1020305, 臺北市松山區西松段一小段6-3地號, "5,866(持分506/100000)", 第三種住宅區, "62,249,934", , , 
