id, address, area, category, base price, sale price, competitors count, notes
N1030304, 基隆市安樂區大武崙段內寮小段193-7地號, 22（國有持分1/5，面積4.4平方公尺）, 保護區, "13,200", , , 
N1030305, 基隆市安樂區大武崙段內寮小段193-8地號, 30（國有持分1/5，面積6平方公尺）, 保護區, "18,000", , , 
N1030306, 基隆市七堵區台五線段663地號, 5.63（國有持分6/96，面積0.35平方公尺）, 保護區, "3,140", , , 
N1030307, 基隆市安樂區武嶺段547地號, 111.48（國有持分7/30，面積26.01平方公尺）, 保護區, "78,030", , , 
N1030308, 基隆市七堵區台五線段740地號, 57.3（國有持分14/960，面積0.84平方公尺）, 保護區, "7,535", , , 
N1030309, 基隆市七堵區台五線段749地號, 126.95（國有持分1/80，面積1.59平方公尺）, 保護區, "14,262", , , 
N1030310, 基隆市七堵區台五線段747地號, 243.57（國有持分1/80，面積3.04平方公尺）, 保護區, "27,269", , , 
N1030311, 基隆市七堵區台五線段750-2地號, 266.2（國有持分2/18，面積29.58平方公尺）, 保護區, "265,333", , , 
N1030201, 宜蘭縣宜蘭市艮門二段361-6地號, 12.98, 住宅區, "703,646", , , 
N1030202, 宜蘭縣頭城鎮新興一段824地號, 741.92, 住宅區, "47,419,485", , , 
N1030202, 宜蘭縣頭城鎮新興一段894地號, 425.76, 住宅區, "47,419,485", , , 
N1030203, 宜蘭縣壯圍鄉中興段387-1地號, 120.00, 特定農業區甲種建築用地, "1,246,800", "1,300,099", 1, 得標
N1030204, 宜蘭縣員山鄉員山段193地號, 624.47（國有持分165/400，面積約257.59平方公尺）, 農業區, "4,816,933", , , 
N1030205, 宜蘭縣員山鄉同結段353地號, 66.88（國有持分1/2，面積約33.44平方公尺）, 鄉村區乙種建築用地, "1,114,040", , , 
N1030205, 宜蘭縣員山鄉同結段354地號, 9.82（國有持分1/2，面積約4.91平方公尺）, 鄉村區乙種建築用地, "1,114,040", , , 
N1030205, 宜蘭縣員山鄉同結段355地號, 8.92（國有持分1/2，面積約4.46平方公尺）, 鄉村區乙種建築用地, "1,114,040", , , 
N1030205, 宜蘭縣員山鄉同結段179建號（員山鄉同新路235巷5-1號）, 95.96, , "1,114,040", , , 
N1030206, 宜蘭縣羅東鎮維揚段455-3地號, 24.00, 住宅區, "1,105,680", , , 
N1030207, 宜蘭縣羅東鎮興東段83地號, 259.00, 商業區, "28,490,000", , , 
N1030209, 宜蘭縣冬山鄉香和段234-1地號, 183.61, 住宅區, "4,419,493", "4,420,000", 1, 得標
N1030210, 宜蘭縣三星鄉大德段1700地號, 295.00, 特定農業區甲種建築用地, "4,280,450", "4,310,000", 1, 得標
N1030211, 宜蘭縣蘇澳鎮湖口段474-3地號, 112.46, 乙種工業區, "1,357,392", "1,358,392", 1, 得標
N1030212, 宜蘭縣蘇澳鎮蘇港段393地號, 899.53（國有持分18/10000，面積約1.62平方公尺）, 商業區, "408,079", , , 
N1030212, 宜蘭縣蘇澳鎮蘇港段113建號（蘇澳鎮蘇東中路14號八樓之9）, 29.59, , "408,079", , , 
N1030213, 宜蘭縣蘇澳鎮蘇港段393地號, 899.53（國有持分33/10000，面積約2.97平方公尺）, 商業區, "925,126", , , 
N1030213, 宜蘭縣蘇澳鎮蘇港段119建號（蘇澳鎮蘇東中路14號九樓之6）, 51.93, , "925,126", , , 
N1030214, 宜蘭縣蘇澳鎮蘇港段393地號, 899.53（國有持分20/10000，面積約1.80平方公尺）, 商業區, "482,394", , , 
N1030214, 宜蘭縣蘇澳鎮蘇港段129建號（蘇澳鎮蘇東中路14號九樓之16）, 31.07, , "482,394", , , 
N1030201, 花蓮縣花蓮市民孝段69地號, "7,044(權利範圍205/100000)", 住宅區, "843,720", "1,111,111", 11, 已標脫
N1030201, 花蓮縣花蓮市民孝段535建號, 37.09, 住宅區, "843,720", "1,111,111", 11, 已標脫
N1030202, 花蓮縣花蓮市民孝段69地號, "7,044(權利範圍205/100000)", 住宅區, "843,720", "1,188,800", 11, 已標脫
N1030202, 花蓮縣花蓮市民孝段536建號, 37.09, 住宅區, "843,720", "1,188,800", 11, 已標脫
N1030203, 花蓮縣花蓮市民意段364地號, "3,446(權利範圍456/100000)", 住宅區, "822,363", "1,333,300", 11, 已標脫
N1030203, 花蓮縣花蓮市民意段1512建號, 39.06, 住宅區, "822,363", "1,333,300", 11, 已標脫
N1030204, 花蓮縣花蓮市民意段364地號, "3,446(權利範圍434/100000)", 住宅區, "800,300", "1,110,112", 6, 已標脫
N1030204, 花蓮縣花蓮市民意段1513建號, 37.09, 住宅區, "800,300", "1,110,112", 6, 已標脫
N1030205, 花蓮縣花蓮市民意段364地號, "3,446(權利範圍434/100000)", 住宅區, "817,100", "817,199", 2, 已標脫
N1030205, 花蓮縣花蓮市民意段1514建號, 37.09, 住宅區, "817,100", "817,199", 2, 已標脫
N1030101, 桃園縣觀音鄉草漯段10-4地號, 177, 一般農業區農牧用地, "472,590", , , 
N1030102, 桃園縣觀音鄉草漯段11-8地號, 49, 一般農業區農牧用地, "130,830", , , 
N1030103, 桃園縣觀音鄉草漯段630-2地號, 892, 一般農業區農牧用地, "2,426,240", , , 
N1030104, 桃園縣龍潭鄉聖亭路133巷161弄37號, 65, 一般農業區甲種建築用地, "1,756,600", , , 
N1030104, 桃園縣龍潭鄉竹窩子段50-22地號, 89, 一般農業區甲種建築用地, "1,756,600", , , 
N1030105, 桃園縣大園鄉沙崙段沙崙小段4地號, 58, 森林區丙種建築用地, "2,108,400", "2,426,000", 1, 
N1030105, 桃園縣大園鄉沙崙段沙崙小段5地號, 82, 森林區丙種建築用地, "2,108,400", "2,426,000", 1, 
N1030106, 桃園縣龜山鄉興華段893地號, 353(持分4/10), 第二種住宅區, "16,780,208", , , 
N1030107, 桃園縣八德市永豐段613建號, 45.30(含已登記面積38.15平方公尺，未登記面積7.15平方公尺), 農業區, "1,478,167", , , 
N1030107, 桃園縣八德市永豐段1287地號, 45.30, 農業區, "1,478,167", , , 
N1020601, 臺北市松山區延吉段一小段585、587、602地號, "1,403", 第三種住宅區, "1,081,193,890", "1,399,990,000", 2, 
N1020602, 臺北市大安區辛亥段一小段163地號, 417, 第三種住宅區, "266,729,880", "266,729,880", 1, 
N1020603, 臺北市大安區辛亥段一小段166-2地號, 896, 第三種住宅區, "573,117,440", "573,117,440", 1, 
N1020604, 臺北市大安區懷生段三小段402地號, 326, 第三種住宅區, "231,088,360", "388,891,000", 16, 
N1020605, 臺北市大安區通化段五小段251地號, 150, 第三種住宅區, "132,384,000", , , 
N1020606, 臺北市中山區長安段三小段189地號, 74(持分10/49), 第三種商業區, "10,799,678", , , 
N1020606, 臺北市中山區長安段三小段189-1地號, 23(持分10/49), 第三種商業區, "10,799,678", , , 
N1020607, 臺北市北投區文林段一小段476-8地號, 614, 第三種住宅區, "271,388,000", "338,000,000", 5, 
N1020608, 臺北市北投區文林段一小段476-10地號, 229.33, 第三種住宅區, "101,363,860", , , 
N1020609, 臺北市北投區文林段一小段476-6地號, 2, 第三種住宅區, "884,000", , , 
N1020610, 新北市中和區莒光段4634建號, 約192.67, , "24,537,209", , , 
N1020610, 新北市中和區莒光段45地號, "8,174.13(持分608/100000)", 住宅區, "24,537,209", , , 
N1020611, 新北市中和區莒光段4645建號, 約192.67, , "24,537,209", , , 
N1020611, 新北市中和區莒光段45地號, "8,174.13(持分608/100000)", 住宅區, "24,537,209", , , 
N1020612, 新北市中和區安邦段3918建號, 約237.12, , "33,927,566", "46,628,000", 4, 
N1020612, 新北市中和區安邦段305地號, "7,695.25(持分598/100000)", 住宅區, "33,927,566", "46,628,000", 4, 
N1020613, 新北市中和區安邦段3919建號, 約130.68, , "17,788,816", "22,928,000", 4, 
N1020613, 新北市中和區安邦段305地號, "7,695.25(持分330/100000)", 住宅區, "17,788,816", "22,928,000", 4, 
N1020614, 新北市中和區安邦段3920建號, 約118.81, , "16,173,059", "16,888,800", 2, 
N1020614, 新北市中和區安邦段305地號, "7,695.25(持分300/100000)", 住宅區, "16,173,059", "16,888,800", 2, 
N1020615, 新北市中和區安邦段3921建號, 約126.50, , "17,219,875", "18,010,100", 2, 
N1020615, 新北市中和區安邦段305地號, "7,695.25(持分319/100000)", 住宅區, "17,219,875", "18,010,100", 2, 
N1020616, 新北市中和區安邦段3929建號, 約189.81, , "25,837,715", , , 
N1020616, 新北市中和區安邦段305地號, "7,695.25(持分479/100000)", 住宅區, "25,837,715", , , 
N1020617, 新北市中和區安邦段3930建號, 約179.52, , "24,437,040", , , 
N1020617, 新北市中和區安邦段305地號, "7,695.25(持分453/100000)", 住宅區, "24,437,040", , , 
N1020618, 新北市中和區安邦段2632建號, 約403.44, , "52,233,600", , , 
N1020618, 新北市中和區安邦段135地號, "8,917.61(持分1070/100000)", 住宅區, "52,233,600", , , 
