id, address, area, category, base price, sale price, competitors count, notes
N1030502_11_01, 基隆市仁愛區延平段386-1地號, 1（國有持分1/1，面積1平方公尺）, 商業區, "17,565,010", "23,000,000", 2, 
N1030502_11_02, 基隆市七堵區友蚋段十四坑小段119-5地號, 684（國有持分2/72，面積19平方公尺）, 山坡地保育區農牧用地, "46,360", , , 
N1030502_11_03, 基隆市安樂區大武崙段內寮小段193-7地號, 22（國有持分1/5，面積4.4平方公尺）, 保護區, "13,200", , , 
N1030502_11_04, 基隆市安樂區大武崙段內寮小段193-8地號, 30（國有持分1/5，面積6平方公尺）, 保護區, "18,000", , , 
N1030502_11_05, 基隆市安樂區武嶺段547地號, 111.48（國有持分7/30，面積26.01平方公尺）, 保護區, "78,030", , , 
N1030502_11_06, 基隆市七堵區溪頭段172地號, 295.82（國有持分1/48，面積6.16平方公尺）, 倉儲區, "230,754", , , 
N1030502_11_07, 基隆市七堵區工建段380地號, 22（國有持分61/130，面積10.32平方公尺）, 住宅區, "390,406", , , 
N1030502_11_08, 基隆市七堵區台五線段686地號, 104.54（國有持分6/480，面積1.31平方公尺）, 保護區, "7,153", , , 
N1030502_11_10, 基隆市中正區忠義段五小段8地號, 77, 商業區, "10,388,070", "10,689,000", 2, 
N1030502_11_11, 基隆市七堵區台五線段726地號, 135.16（國有持分11/960，面積1.55平方公尺）, 保護區, "8,913", "9,000", 1, 
N1030429_10_01, 花蓮縣花蓮市民享段13-4地號, 121（權利範圍：5/20）約30.25, 商(一)商業區, "1,091,420", , , 
N1030429_10_02, 花蓮縣花蓮市慈雲段274地號, 167.17, 農業區, "5,715,391", , , 
N1030429_10_02, 花蓮縣花蓮市慈雲段291地號, 450.71, 農業區, "5,715,391", , , 
N1030429_10_03, 花蓮縣花蓮市慈雲段293-1地號, 127.85, 農業區, "1,182,613", , , 
N1030429_10_04, 花蓮縣吉安鄉太昌段1060地號, 95, 住宅區, "2,989,650", , , 
N1030429_10_05, 花蓮縣壽豐鄉大湖腳段1023地號, 146.82, 一般農業區-甲種建築用地, "537,361", , , 
N1030429_10_06, 花蓮縣鳳林鎮鳳義段195地號, 264.91, 山坡地保育區-丙種建築用地, "299,348", "331,500", 2, 標脫
N1030429_10_07, 花蓮縣瑞穗鄉掃叭頂段61地號, 429.20, 鄉村區-乙種建築用地, "4,345,406", "4,675,196", 2, 標脫
N1030429_10_07, 花蓮縣瑞穗鄉掃叭頂段62地號, 738.92, 鄉村區-乙種建築用地, "4,345,406", "4,675,196", 2, 標脫
N1030415_08_01, 金門縣金城鎮古塔段99地號, 191.47, 自然村專用區、農業區, "384,875", , , 未標脫
N1030415_08_02, 金門縣金城鎮金門城段831地號, 750, 自然村專用區, "875,000", "1,501,099", 2, 
N1030410_06_02, 桃園縣大園鄉許厝港段490-10地號, 408.00, 一般農業區農牧用地, "1,236,240", "1,488,800", 4, 
N1030410_06_03, 桃園縣大園鄉許厝港段490-13地號, 719.00, 一般農業區農牧用地, "2,178,570", "2,285,000", 3, 
N1030410_06_04, 桃園縣大園鄉許厝港段844-9地號, 1153.00, 一般農業區農牧用地, "6,502,920", "8,719,800", 18, 
N1030410_06_05, 桃園縣龍潭鄉九座寮段2870建號, 161.70(含已登記面積100平方公尺，未登記面積61.70平方公尺), 鄉村區乙種建築用地, "3,309,900", , , 
N1030410_06_05, 桃園縣龍潭鄉九座寮段196-168地號, 65.00, 鄉村區乙種建築用地, "3,309,900", , , 
N1030410_06_06, 桃園縣龍潭鄉奉慈段1087建號, 132.00, 鄉村區乙種建築用地, "2,336,335", "6,388,885", 45, 
N1030410_06_06, 桃園縣龍潭鄉奉慈段946地號, 38.72, 鄉村區乙種建築用地, "2,336,335", "6,388,885", 45, 
N1030410_06_06, 桃園縣龍潭鄉奉慈段947地號, 36.72, 鄉村區乙種建築用地, "2,336,335", "6,388,885", 45, 
N1030410_06_07, 桃園縣觀音鄉草漯段10-4地號, 177.00, 一般農業區農牧用地, "472,590", "588,900", 2, 
N1030410_06_08, 桃園縣觀音鄉草漯段11-8地號, 49.00, 一般農業區農牧用地, "130,830", "166,000", 1, 
N1030410_06_09, 桃園縣觀音鄉草漯段630-2地號, 892.00, 一般農業區農牧用地, "2,426,240", "2,710,000", 1, 
N1030410_06_10, 桃園縣龍潭鄉聖亭路133巷161弄37號, 65.00, 一般農業區甲種建築用地, "1,756,600", , , 
N1030410_06_10, 桃園縣龍潭鄉竹窩子段50-22地號, 89.00, 一般農業區甲種建築用地, "1,756,600", , , 
N1030410_06_11, 桃園縣龜山鄉興華段893地號, 353.00(持分4/10), 第二種住宅區, "16,780,208", , , 
N1030410_06_12, 桃園縣龍潭鄉新烏樹林段184建號, 77.38, 一般農業區甲種建築用地, "3,329,926", , , 
N1030410_06_12, 桃園縣龍潭鄉新烏樹林段484地號, 51.38, 一般農業區甲種建築用地, "3,329,926", , , 
N1030410_06_13, 桃園縣蘆竹鄉南山段466地號, 1490.13, 乙種工業區, "39,086,110", , , 
N1030410_05_01, 臺北市信義區祥和段二小段102地號, 583, 第三種住宅區, "507,396,560", "682,999,999", 4, 
N1030410_05_02, 臺北市中山區長安段三小段189地號, 74(持分10/49), , , , , 
N1030410_05_02, 第三種商業區(依都市計畫說明書圖規定辦理，始得作第三種商業區使用)(原屬第三種住宅區), "10,799,678", ,  ,  , , 
N1030410_05_02, 臺北市中山區長安段三小段189-1地號, 23(持分10/49), ,  ,  , , 
N1030410_05_02, 第三種商業區(依都市計畫說明書圖規定辦理，始得作第三種商業區使用)(原屬第二種商業區), , ,  ,  , , 
N1030410_07_01, 宜蘭縣宜蘭市艮門二段361-6地號, 12.98, 住宅區, "703,646", , , 
N1030410_07_02, 宜蘭縣頭城鎮新興一段824地號, 741.92, 住宅區, "47,419,485", , , 
N1030410_07_02, 宜蘭縣頭城鎮新興一段894地號, 425.76, 住宅區, "47,419,485", , , 
N1030410_07_03, 宜蘭縣礁溪鄉保安段572地號, 481.56, 工業區農牧用地, "3,611,700", "3,611,800", 1, 得標
N1030410_07_04, 宜蘭縣壯圍鄉新福段861地號, 103.00, 特定農業區農牧用地, "462,470", , , 
N1030410_07_05, 宜蘭縣員山鄉員山段193地號, 624.47（國有持分165/400，面積約257.59平方公尺）, 農業區, "4,816,933", , , 
N1030410_07_06, 宜蘭縣員山鄉同結段353地號, 66.88（國有持分1/2，面積約33.44平方公尺）, 鄉村區乙種建築用地, "1,114,040", "1,115,000", 1, 得標
N1030410_07_06, 宜蘭縣員山鄉同結段354地號, 9.82（國有持分1/2，面積約4.91平方公尺）, 鄉村區乙種建築用地, "1,114,040", "1,115,000", 1, 得標
N1030410_07_06, 宜蘭縣員山鄉同結段355地號, 8.92（國有持分1/2，面積約4.46平方公尺）, 鄉村區乙種建築用地, "1,114,040", "1,115,000", 1, 得標
N1030410_07_06, 宜蘭縣員山鄉同結段179建號（員山鄉同新路235巷5-1號）, 47.98, 鄉村區乙種建築用地, "1,114,040", "1,115,000", 1, 得標
N1030410_07_07, 宜蘭縣羅東鎮興東段83地號, 259.00, 商業區, "28,490,000", , , 
N1030410_07_08, 宜蘭縣羅東鎮東光段1162地號, 65.00, 住宅區, "3,681,350", "4,700,000", 7, 得標
N1030410_07_08, 宜蘭縣羅東鎮東光段G0027建號之未辦保存登記建物（羅東鎮中山路3段401巷16號）, 130.00, 住宅區, "3,681,350", "4,700,000", 7, 得標
N1030410_07_09, 宜蘭縣五結鄉利福段1138-1地號, 6.64, 鄉村區乙種建築用地, "1,735,423", "1,741,500", 2, 得標
N1030410_07_09, 宜蘭縣五結鄉利福段1139地號, 69.89, 鄉村區乙種建築用地, "1,735,423", "1,741,500", 2, 得標
N1030410_07_09, 宜蘭縣五結鄉利福段506建號（五結鄉利成路2段2巷41號）, 91.00, 鄉村區乙種建築用地, "1,735,423", "1,741,500", 2, 得標
N1030410_07_10, 宜蘭縣三星鄉家福段89地號, 89.37, 鄉村區乙種建築用地, "2,512,106", "2,580,000", 1, 得標
N1030410_07_10, 宜蘭縣三星鄉家福段30建號（三星鄉大埔中路233巷91弄10號）, 108.30, 鄉村區乙種建築用地, "2,512,106", "2,580,000", 1, 得標
N1030410_07_11, 宜蘭縣三星鄉大德段358-1地號, 380.00, 特定農業區甲種建築用地, "5,791,200", "5,810,000", 1, 得標
N1030410_07_12, 宜蘭縣三星鄉大隱段211地號, 1439.00, 特定農業區甲種建築用地, "24,232,760", , , 
N1030410_07_13, 宜蘭縣蘇澳鎮蘇港段393地號, 899.53（國有持分18/10000，面積約1.62平方公尺）, 商業區, "408,079", , , 
N1030410_07_13, 宜蘭縣蘇澳鎮蘇港段113建號（蘇澳鎮蘇東中路14號八樓之9）, 約36.46, 商業區, "408,079", , , 
N1030410_07_14, 宜蘭縣蘇澳鎮蘇港段393地號, 899.53（國有持分33/10000，面積約2.97平方公尺）, 商業區, "925,126", , , 
N1030410_07_14, 宜蘭縣蘇澳鎮蘇港段119建號（蘇澳鎮蘇東中路14號九樓之6）, 約74.59, 商業區, "925,126", , , 
N1030410_07_15, 宜蘭縣蘇澳鎮蘇港段393地號, 899.53（國有持分20/10000，面積約1.80平方公尺）, 商業區, "482,394", , , 
N1030410_07_15, 宜蘭縣蘇澳鎮蘇港段129建號（蘇澳鎮蘇東中路14號九樓之16）, 約43.10, 商業區, "482,394", , , 
